measure_name,datum,country_id,country_name,first_year,last_year,footnotes,sources
"Among women aged 15–49 in the poorest wealth quintile, % who want to avoid pregnancy",39,AL,Albania,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the poorest wealth quintile, % who want to avoid pregnancy",48,AM,Armenia,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the poorest wealth quintile, % who want to avoid pregnancy",56,BY,Belarus,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the poorest wealth quintile, % who want to avoid pregnancy",44,BA,"Bosnia and Herzegovina",2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the poorest wealth quintile, % who want to avoid pregnancy",62,BG,Bulgaria,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the poorest wealth quintile, % who want to avoid pregnancy",44,MK,"North Macedonia",2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the poorest wealth quintile, % who want to avoid pregnancy",59,MD,"Republic of Moldova",2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the poorest wealth quintile, % who want to avoid pregnancy",30,ME,Montenegro,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the poorest wealth quintile, % who want to avoid pregnancy",57,RO,Romania,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the poorest wealth quintile, % who want to avoid pregnancy",47,RS,Serbia,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the poorest wealth quintile, % who want to avoid pregnancy",56,TR,Turkey,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the poorest wealth quintile, % who want to avoid pregnancy",49,UA,Ukraine,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the poorest wealth quintile, no. who want to avoid pregnancy",51000,AL,Albania,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the poorest wealth quintile, no. who want to avoid pregnancy",64000,AM,Armenia,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the poorest wealth quintile, no. who want to avoid pregnancy",170000,BY,Belarus,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the poorest wealth quintile, no. who want to avoid pregnancy",46000,BA,"Bosnia and Herzegovina",2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the poorest wealth quintile, no. who want to avoid pregnancy",130000,BG,Bulgaria,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the poorest wealth quintile, no. who want to avoid pregnancy",40000,MK,"North Macedonia",2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the poorest wealth quintile, no. who want to avoid pregnancy",76000,MD,"Republic of Moldova",2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the poorest wealth quintile, no. who want to avoid pregnancy",6400,ME,Montenegro,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the poorest wealth quintile, no. who want to avoid pregnancy",390000,RO,Romania,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the poorest wealth quintile, no. who want to avoid pregnancy",120000,RS,Serbia,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the poorest wealth quintile, no. who want to avoid pregnancy",1800000,TR,Turkey,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the poorest wealth quintile, no. who want to avoid pregnancy",750000,UA,Ukraine,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy,  % using contraceptive pills, patches or rings",2,AL,Albania,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy,  % using contraceptive pills, patches or rings",6,AM,Armenia,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy,  % using contraceptive pills, patches or rings",20,BY,Belarus,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy,  % using contraceptive pills, patches or rings",9,BA,"Bosnia and Herzegovina",2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy,  % using contraceptive pills, patches or rings",16,BG,Bulgaria,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy,  % using contraceptive pills, patches or rings",4,MK,"North Macedonia",2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy,  % using contraceptive pills, patches or rings",14,MD,"Republic of Moldova",2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy,  % using contraceptive pills, patches or rings",11,ME,Montenegro,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy,  % using contraceptive pills, patches or rings",17,RO,Romania,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy,  % using contraceptive pills, patches or rings",13,RS,Serbia,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy,  % using contraceptive pills, patches or rings",8,TR,Turkey,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy,  % using contraceptive pills, patches or rings",13,UA,Ukraine,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy, % not using any method of contraception",20,AL,Albania,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy, % not using any method of contraception",17,AM,Armenia,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy, % not using any method of contraception",6,BY,Belarus,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy, % not using any method of contraception",21,BA,"Bosnia and Herzegovina",2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy, % not using any method of contraception",5,BG,Bulgaria,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy, % not using any method of contraception",26,MK,"North Macedonia",2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy, % not using any method of contraception",15,MD,"Republic of Moldova",2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy, % not using any method of contraception",31,ME,Montenegro,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy, % not using any method of contraception",6,RO,Romania,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy, % not using any method of contraception",11,RS,Serbia,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy, % not using any method of contraception",8,TR,Turkey,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy, % not using any method of contraception",7,UA,Ukraine,2019,n/a,"Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy, % using LARC methods",1,AL,Albania,2019,n/a,,
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy, % using LARC methods",17,AM,Armenia,2019,n/a,,
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy, % using LARC methods",19,BY,Belarus,2019,n/a,,
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy, % using LARC methods",11,BA,"Bosnia and Herzegovina",2019,n/a,,
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy, % using LARC methods",17,BG,Bulgaria,2019,n/a,,
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy, % using LARC methods",4,MK,"North Macedonia",2019,n/a,,
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy, % using LARC methods",21,MD,"Republic of Moldova",2019,n/a,,
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy, % using LARC methods",9,ME,Montenegro,2019,n/a,,
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy, % using LARC methods",18,RO,Romania,2019,n/a,,
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy, % using LARC methods",4,RS,Serbia,2019,n/a,,
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy, % using LARC methods",19,TR,Turkey,2019,n/a,,
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy, % using LARC methods",21,UA,Ukraine,2019,n/a,,
"Among women aged 15–49 in the richest wealth quintile who want to avoid pregnancy, % using a modern method",10,AL,Albania,2019,n/a,"Modern methods of contraception are female and male sterilization, implants, IUDs, hormonal pills, injectables, male and female condoms, emergency contraceptive pills, patches, rings, diaphragms, vaginal spermicides, other supply methods, lactational amenorrhea method (which involves exclusive breastfeeding for up to six month postpartum), Standard Days Method and TwoDay Method; Women who want to avoid a pregnancy are considered to be in need of contraception. They are women who are married or who are unmarried and sexually active, who are able to become pregnant and who do not want a child in the next two years; women who are pregnant and identify their pregnancy as unintended; and women experiencing postpartum amenorrhea after an unintended pregnancy","Adding It Up all women dataset, Open Science Framework, 2021., Sully EA et al.; Adding It Up: Investing in Sexual and Reproductive Health 2019, New York: Guttmacher Institute, 2020., Sully EA et al."
